gender,Age,Years_in_job,Income,Province,Savings,Home_ownership,Credit_history,Number_of_accs,Credit_cards,Home_loan,Overdraft,Student_Loan,Non_perfoming_Accs,Open Accounts,Current_In_Arrears,Current_balance_Amt,Past_due_Amt,No_of_enquiries,Score,Def,monthly_installments,Number_of_monthly_installments
Female,46,26,142706,Nairobi,371576,Own Home,19,60,4,0,3,0,6,3,0,14300,0.0,34,703,0,42811.799999999996,11
Male,20,2,50130,Rift Valley,3823,Rent,2,2,0,0,2,1,1,2,2,15000,10500.0,3,427,1,15039.0,5
Male,42,13,121900,Nairobi,140040,Own Home,11,43,0,0,3,0,13,3,0,24400,0.0,13,658,0,36570.0,7
Female,23,2,36610,Nairobi,1416,Rent,1,7,0,0,0,1,3,1,1,11000,7699.999999999999,6,339,1,10983.0,2
Female,20,3,49213,Nairobi,2619,Rent,1,10,0,0,2,1,4,1,1,14800,10360.0,15,384,1,14763.9,6
Female,25,1,32496,Rift Valley,2605,Rent,2,3,0,0,2,1,1,2,2,9700,6790.0,3,512,0,9748.8,10
Male,54,19,124245,Nairobi,313717,Own Home,9,40,0,0,1,0,12,3,0,18600,0.0,15,659,0,37273.5,1
Female,25,3,33319,Northe Eastern ,2232,Rent,1,3,0,0,2,1,1,2,2,10000,7000.0,3,552,0,9995.699999999999,7
Female,34,9,76146,Nyanza,27476,Rent,7,23,0,0,2,0,7,2,2,15200,10640.0,45,417,1,22843.8,5
Male,24,1,37122,Nyanza,2594,Rent,2,1,0,0,2,1,0,1,1,11100,7769.999999999999,1,517,0,11136.6,2
Male,40,12,128555,Nairobi,191754,Own Home,8,23,0,0,2,0,7,2,0,25700,0.0,13,666,0,38566.5,2
Male,20,3,45776,Northe Eastern ,4172,Rent,2,11,0,0,1,1,4,1,1,13700,9590.0,9,549,0,13732.8,2
Male,22,2,51617,Nyanza,3879,Rent,2,15,0,0,0,1,6,1,1,15500,10850.0,24,465,1,15485.099999999999,1
Female,38,14,126907,Nairobi,181988,Own Home,5,7,0,0,2,0,3,1,0,19000,0.0,3,552,0,38072.1,9
Female,27,6,91850,Nairobi,27719,Rent,8,25,0,0,2,0,7,2,2,18400,12880.0,43,498,1,27555.0,5
Male,46,30,138640,Nairobi,395974,Own Home,16,97,3,0,2,0,5,2,0,13900,0.0,35,712,0,41592.0,5
Female,28,8,77380,Eastern,28172,Rent,5,20,0,0,0,0,8,2,2,15500,10850.0,28,419,1,23214.0,1
Female,48,17,137915,Nairobi,337927,Own Home,6,28,0,0,4,0,8,2,0,20700,0.0,14,676,0,41374.5,2
Female,47,21,149740,Nairobi,432736,Own Home,9,22,0,0,3,0,7,2,0,15000,0.0,8,661,0,44922.0,8
Female,19,3,34454,Northe Eastern ,1913,Rent,1,11,0,0,1,1,4,1,1,10300,7209.999999999999,12,571,0,10336.199999999999,3
Male,31,6,93595,Nairobi,45311,Rent,8,39,0,0,0,0,12,3,3,18700,13090.0,68,543,0,28078.5,10
Female,43,13,98505,Nairobi,94180,Rent,10,19,0,0,0,0,8,2,2,19700,5910.0,18,498,1,29551.5,8
Female,52,29,130915,Nairobi,378897,Own Home,11,30,0,0,2,0,9,2,0,13100,0.0,15,695,0,39274.5,5
Male,30,9,78597,Nyanza,49956,Rent,5,9,0,0,1,0,4,1,1,15700,10990.0,15,427,1,23579.1,7
Male,50,30,145468,Nairobi,407741,Own Home,18,87,4,0,3,0,4,2,0,14500,0.0,34,744,0,43640.4,8
Male,54,27,132599,Nairobi,289960,Own Home,8,40,0,0,2,0,12,3,0,13300,0.0,10,649,0,39779.7,1
Female,28,10,83567,Nairobi,34753,Rent,5,6,0,0,0,0,2,1,1,16700,11690.0,11,442,1,25070.1,6
Male,36,15,93063,Nairobi,99883,Rent,10,36,0,0,1,0,11,3,3,14000,4200.0,34,538,0,27918.899999999998,11
Female,41,14,110140,Nairobi,102616,Rent,10,35,0,0,2,0,10,2,2,16500,4950.0,42,556,0,33042.0,11
Male,48,18,124596,Nairobi,332411,Own Home,8,29,0,0,2,0,9,2,0,18700,0.0,14,677,0,37378.799999999996,4
Female,53,21,139921,Nairobi,355310,Own Home,13,43,3,0,2,0,13,3,0,14000,0.0,10,710,0,41976.299999999996,7
Female,26,5,80306,Nairobi,37156,Rent,1,1,0,0,1,0,0,1,1,24100,16870.0,2,456,1,24091.8,6
Male,41,12,108331,Nairobi,148514,Own Home,10,23,0,0,1,0,7,2,0,21700,0.0,9,707,0,32499.3,3
Female,35,8,82820,Nairobi,55575,Rent,2,18,0,0,2,0,7,2,2,16600,11620.0,33,520,0,24846.0,7
Male,53,26,130563,Nairobi,337921,Own Home,11,35,0,0,1,0,10,2,0,13100,0.0,16,661,0,39168.9,10
Male,21,3,42341,Northe Eastern ,2026,Rent,1,2,0,0,2,1,1,2,2,12700,8890.0,2,434,1,12702.3,10
Female,20,3,36723,Nairobi,3383,Rent,1,1,0,0,2,1,0,1,1,11000,7699.999999999999,1,646,0,11016.9,5
Male,37,13,100127,Nairobi,103066,Rent,8,24,0,0,1,0,7,2,2,20000,6000.0,24,460,1,30038.1,3
Male,37,12,102199,Nairobi,143745,Own Home,5,11,0,0,2,0,4,1,0,20400,0.0,4,648,0,30659.699999999997,2
Male,31,5,93822,Nairobi,52491,Rent,2,14,0,0,0,0,6,1,1,28100,19670.0,25,295,1,28146.6,9
Male,40,14,102181,Nairobi,103337,Rent,11,60,0,0,0,0,6,3,3,15300,4590.0,64,457,1,30654.3,9
Male,32,4,59643,Rift Valley,41475,Rent,1,2,0,0,2,0,1,2,2,17900,12530.0,4,304,1,17892.899999999998,1
Female,42,11,107548,Nairobi,120906,Own Home,5,9,0,0,0,0,4,1,0,21500,0.0,5,524,0,32264.399999999998,3
Male,50,25,142041,Nairobi,343921,Own Home,11,34,0,0,1,0,10,2,0,14200,0.0,12,672,0,42612.299999999996,1
Male,46,23,132095,Nairobi,387834,Own Home,16,79,0,0,1,0,4,2,0,13200,0.0,45,733,0,39628.5,10
Female,22,3,44099,Northe Eastern ,1991,Rent,1,3,0,0,1,1,1,2,2,13200,9240.0,3,468,1,13229.699999999999,5
Female,44,14,105391,Nairobi,133704,Own Home,10,27,0,0,0,0,8,2,0,15800,0.0,6,665,0,31617.3,8
Male,44,11,108118,Nairobi,130884,Own Home,5,11,0,0,0,0,4,1,0,21600,0.0,3,660,0,32435.399999999998,5
Female,27,8,90463,Nairobi,40096,Rent,5,8,0,0,2,0,3,1,1,18100,12670.0,13,494,1,27138.899999999998,9
Female,18,3,59055,Rift Valley,1909,Rent,2,11,0,0,1,1,4,1,1,17700,12390.0,15,399,1,17716.5,2
Male,37,15,92942,Nairobi,108781,Rent,10,21,0,0,2,0,6,1,1,13900,4170.0,18,525,0,27882.6,7
Female,45,11,92631,Nairobi,113921,Mortgage,10,38,0,1,2,0,11,3,0,18500,0.0,9,635,0,27789.3,8
Male,32,7,63526,Eastern,19193,Rent,2,2,0,0,0,0,1,2,2,12700,8890.0,2,383,1,19057.8,7
Female,41,13,122791,Nairobi,128757,Own Home,12,49,0,0,3,0,15,3,0,24600,0.0,14,654,0,36837.299999999996,9
Female,23,1,39895,Western,3653,Rent,1,1,0,0,1,1,0,1,1,12000,8400.0,1,563,0,11968.5,6
Male,45,15,106964,Nairobi,98862,Rent,9,26,0,0,2,0,8,2,2,16000,4800.0,26,479,1,32089.199999999997,10
Male,47,27,149077,Nairobi,410362,Own Home,19,64,1,0,1,0,6,3,0,14900,0.0,20,716,0,44723.1,6
Male,42,11,112278,Nairobi,162851,Own Home,8,18,0,0,0,0,7,2,0,22500,0.0,7,629,0,33683.4,4
Male,51,18,146577,Nairobi,352193,Own Home,9,24,0,0,3,0,7,2,0,22000,0.0,11,706,0,43973.1,4
Male,20,1,58131,Eastern,4515,Rent,1,14,0,0,0,1,6,1,1,17400,12180.0,26,332,1,17439.3,3
Female,48,19,130434,Nairobi,317562,Own Home,6,19,0,0,1,0,8,2,0,19600,0.0,4,580,0,39130.2,1
Female,44,15,99487,Nairobi,96829,Rent,7,23,0,0,1,0,7,2,2,14900,4470.0,23,459,1,29846.1,3
Female,45,13,117846,Nairobi,147559,Own Home,11,64,0,0,0,0,6,3,0,23600,0.0,13,698,0,35353.799999999996,1
Female,47,17,127280,Nairobi,298384,Own Home,5,11,0,0,4,0,4,1,0,19100,0.0,5,668,0,38184.0,4
Male,51,29,125204,Nairobi,369944,Own Home,13,63,0,0,2,0,6,3,0,12500,0.0,36,712,0,37561.2,7
Female,33,8,69544,Eastern,27117,Rent,2,10,0,0,2,0,4,1,1,13900,9730.0,9,404,1,20863.2,4
Male,55,28,130404,Nairobi,374593,Own Home,11,57,0,0,1,0,6,3,0,13000,0.0,20,668,0,39121.2,10
Female,21,1,38947,Northe Eastern ,3712,Rent,1,9,0,0,0,1,4,1,1,11700,8189.999999999999,10,372,1,11684.1,9
Male,20,1,38236,Rift Valley,2550,Rent,1,13,0,0,1,1,5,1,1,11500,8049.999999999999,14,371,1,11470.8,9
Female,19,3,35097,Nairobi,1496,Rent,2,7,0,0,2,1,3,1,1,10500,7349.999999999999,6,244,1,10529.1,9
Female,33,10,79705,Central,45760,Rent,4,13,0,0,0,0,5,1,1,15900,11130.0,19,489,1,23911.5,3
Female,22,1,35864,Western,1342,Rent,2,9,0,0,1,1,4,1,1,10800,7559.999999999999,10,447,1,10759.199999999999,9
Male,49,22,141827,Nairobi,316563,Own Home,12,64,0,0,1,0,6,3,0,14200,0.0,15,740,0,42548.1,7
Female,45,15,126288,Nairobi,157468,Own Home,12,56,0,0,4,0,6,3,0,18900,0.0,17,680,0,37886.4,1
Female,28,8,83491,Nairobi,56077,Rent,5,7,0,0,2,0,3,1,1,16700,11690.0,14,220,1,25047.3,9
Female,42,12,127158,Nairobi,131319,Own Home,10,28,0,0,2,0,8,2,0,25400,0.0,14,681,0,38147.4,6
Female,33,6,63247,Eastern,28604,Rent,4,2,0,0,0,0,1,2,2,12600,8820.0,2,283,1,18974.1,10
Male,49,30,136850,Nairobi,362139,Own Home,12,35,0,0,3,0,10,2,0,13700,0.0,9,701,0,41055.0,2
Female,19,2,49126,Northe Eastern ,3629,Rent,2,5,0,0,1,1,2,2,2,14700,10290.0,7,425,1,14737.8,1
Female,53,29,137242,Nairobi,305667,Own Home,10,17,0,0,2,0,7,2,0,13700,0.0,4,656,0,41172.6,5
Male,29,4,58133,Nyanza,30828,Rent,2,4,0,0,0,0,2,2,2,17400,12180.0,6,435,1,17439.899999999998,7
Female,48,22,143560,Nairobi,301208,Own Home,9,32,0,0,1,0,10,2,0,14400,0.0,10,673,0,43068.0,9
Female,45,11,93399,Nairobi,97379,Rent,5,20,0,0,1,0,8,2,2,18700,5610.0,21,437,1,28019.7,1
Female,28,5,91149,Nairobi,38659,Rent,2,14,0,0,2,0,6,1,1,27300,19110.0,23,439,1,27344.7,9
Female,41,14,96569,Nairobi,143911,Own Home,7,25,0,0,1,0,7,2,0,14500,0.0,13,671,0,28970.7,11
Female,49,19,147572,Nairobi,368400,Own Home,10,37,0,0,4,0,11,3,0,22100,0.0,22,663,0,44271.6,10
Female,49,19,131220,Nairobi,351016,Own Home,11,50,0,0,2,0,15,3,0,19700,0.0,19,713,0,39366.0,8
Male,48,22,137869,Nairobi,355491,Own Home,12,63,0,0,3,0,6,3,0,13800,0.0,17,742,0,41360.7,8
Male,55,19,149028,Nairobi,331498,Own Home,6,24,0,0,3,0,7,2,0,22400,0.0,12,706,0,44708.4,4
Male,46,17,145811,Nairobi,351160,Own Home,7,24,0,0,4,0,7,2,0,21900,0.0,8,650,0,43743.299999999996,1
Female,34,10,53208,Nyanza,35498,Rent,6,28,0,0,2,0,8,2,2,10600,7419.999999999999,30,492,1,15962.4,11
Male,41,11,91731,Nairobi,116722,Mortgage,7,40,0,1,0,0,12,3,0,18300,0.0,13,631,0,27519.3,1
Male,41,13,92650,Nairobi,106186,Rent,11,38,0,0,2,0,11,3,3,18500,5550.0,38,465,1,27795.0,1
Male,18,1,36096,Eastern,3561,Rent,2,19,0,0,2,1,8,2,2,10800,7559.999999999999,18,246,1,10828.8,5
Male,54,23,129773,Nairobi,306602,Own Home,15,65,4,0,4,0,6,3,0,13000,0.0,15,695,0,38931.9,6
Male,45,13,107179,Nairobi,128384,Own Home,12,51,0,0,1,0,15,3,0,21400,0.0,30,712,0,32153.699999999997,1
Male,32,10,54657,Nairobi,17534,Rent,3,10,0,0,0,0,4,1,1,10900,7629.999999999999,9,518,0,16397.1,11
Male,29,6,59047,Rift Valley,35773,Rent,8,31,0,0,2,0,9,2,2,11800,8260.0,30,594,0,17714.1,5
Female,52,24,134029,Nairobi,336223,Own Home,14,57,0,0,2,0,6,3,0,13400,0.0,17,689,0,40208.7,5
Male,24,3,55035,Northe Eastern ,4095,Rent,2,8,0,0,0,1,3,1,1,16500,11550.0,13,454,1,16510.5,2
Female,25,2,49754,Nyanza,3219,Rent,1,20,0,0,1,1,8,2,2,14900,10430.0,32,476,1,14926.199999999999,9
Female,19,1,38634,Eastern,2641,Rent,1,4,0,0,1,1,2,2,2,11600,8119.999999999999,4,220,1,11590.199999999999,2
Male,26,5,77924,Nairobi,27192,Rent,2,4,0,0,0,0,2,2,2,23400,16379.999999999998,8,470,1,23377.2,4
Male,34,5,51754,Nyanza,26273,Rent,1,14,0,0,1,0,6,1,1,15500,10850.0,25,352,1,15526.199999999999,10
Female,44,11,113021,Nairobi,153007,Own Home,5,12,0,0,0,0,5,1,0,22600,0.0,6,581,0,33906.299999999996,10
Female,54,21,142338,Nairobi,326665,Own Home,9,38,0,0,3,0,11,3,0,14200,0.0,16,706,0,42701.4,1
Female,52,26,141873,Nairobi,315739,Own Home,9,30,0,0,4,0,9,2,0,14200,0.0,12,647,0,42561.9,3
Male,37,15,99718,Nairobi,128004,Own Home,9,15,0,0,0,0,6,1,0,15000,0.0,7,617,0,29915.399999999998,11
Female,45,12,92329,Nairobi,100173,Rent,10,29,0,0,2,0,9,2,2,18500,5550.0,24,516,0,27698.7,6
Male,55,26,147646,Nairobi,345970,Own Home,12,40,0,0,1,0,12,3,0,14800,0.0,20,686,0,44293.799999999996,7
Male,46,23,126528,Nairobi,267695,Own Home,10,25,0,0,2,0,7,2,0,12700,0.0,13,717,0,37958.4,2
Male,26,6,50563,Eastern,23128,Rent,5,1,0,0,2,1,0,1,1,10100,7070.0,1,597,0,15168.9,2
Male,27,5,52758,Western,36775,Rent,1,18,0,0,1,1,7,2,2,15800,11060.0,25,550,0,15827.4,1
Female,21,2,56160,Western,2277,Rent,2,9,0,0,2,1,4,1,1,16800,11760.0,16,370,1,16848.0,8
Female,26,9,97883,Nairobi,62733,Rent,6,18,0,0,2,0,7,2,2,19600,13720.0,26,512,0,29364.899999999998,11
Male,42,15,113074,Nairobi,158655,Own Home,7,25,0,0,0,0,7,2,0,17000,0.0,10,660,0,33922.2,11
Male,25,2,32381,Northe Eastern ,2758,Rent,2,15,0,0,2,1,6,1,1,9700,6790.0,17,545,0,9714.3,4
Male,19,1,56442,Northe Eastern ,1808,Rent,1,15,0,0,0,1,6,1,1,16900,11830.0,20,393,1,16932.6,4
Male,24,2,41654,Northe Eastern ,3459,Rent,1,9,0,0,1,1,4,1,1,12500,8750.0,9,237,1,12496.199999999999,6
Male,27,7,92597,Nairobi,54193,Rent,5,9,0,0,0,0,4,1,1,18500,12950.0,12,409,1,27779.1,6
Female,25,1,57869,Rift Valley,5758,Rent,1,1,0,0,0,1,0,1,1,17400,12180.0,2,602,0,17360.7,7
Male,46,28,126997,Nairobi,279416,Own Home,10,39,0,0,3,0,12,3,0,12700,0.0,20,650,0,38099.1,3
Female,23,3,31158,Nairobi,723,Rent,2,13,0,0,0,1,5,1,1,9300,6510.0,12,538,0,9347.4,6
Male,27,9,69487,Eastern,37871,Rent,2,10,0,0,1,1,4,1,1,13900,9730.0,11,521,0,20846.1,2
Male,35,7,66533,Northe Eastern ,24767,Rent,2,12,0,0,1,0,5,1,1,13300,9310.0,11,339,1,19959.899999999998,8
Female,48,28,139464,Nairobi,314328,Own Home,12,68,0,0,1,0,7,3,0,13900,0.0,34,688,0,41839.2,1
Male,40,11,90317,Nairobi,114861,Mortgage,11,57,0,1,1,0,6,3,0,18100,0.0,30,674,0,27095.1,4
Male,27,9,91034,Nairobi,38326,Rent,3,4,0,0,1,0,2,2,2,18200,12740.0,8,506,0,27310.2,11
Male,26,4,59193,Eastern,24538,Rent,1,17,0,0,1,1,7,2,2,17800,12460.0,29,391,1,17757.899999999998,7
Male,21,1,49588,Rift Valley,1737,Rent,1,10,0,0,1,1,4,1,1,14900,10430.0,19,497,1,14876.4,5
Male,41,11,107796,Nairobi,155769,Own Home,7,31,0,0,1,0,9,2,0,21600,0.0,15,688,0,32338.8,2
Male,45,14,108382,Nairobi,111218,Mortgage,8,16,0,1,0,0,6,2,0,16300,0.0,7,618,0,32514.6,9
Male,49,20,121805,Nairobi,338055,Own Home,8,15,0,0,2,0,6,1,0,12200,0.0,3,611,0,36541.5,9
Female,49,21,143156,Nairobi,313691,Own Home,13,63,3,0,3,0,6,3,0,14300,0.0,23,719,0,42946.799999999996,1
Female,21,2,56363,Eastern,1808,Rent,2,14,0,0,2,1,6,1,1,16900,11830.0,28,367,1,16908.899999999998,4
Male,32,8,93197,Nairobi,45053,Rent,6,32,0,0,0,0,10,2,2,18600,13020.0,48,475,1,27959.1,8
Male,21,1,57287,Western,1927,Rent,2,13,0,0,2,1,5,1,1,17200,12040.0,19,459,1,17186.1,3
Male,31,5,73119,Eastern,32524,Rent,2,11,0,0,0,0,4,1,1,21900,15329.999999999998,15,478,1,21935.7,5
Male,23,2,41002,Nairobi,1223,Rent,2,20,0,0,0,1,8,2,2,12300,8610.0,21,555,0,12300.6,4
Female,40,12,118325,Nairobi,125764,Own Home,12,38,0,0,2,0,11,3,0,23700,0.0,10,652,0,35497.5,11
Female,53,20,140300,Nairobi,404168,Own Home,7,15,0,0,2,0,6,1,0,14000,0.0,8,646,0,42090.0,6
Female,39,11,103545,Nairobi,125528,Own Home,9,32,0,0,1,0,10,2,0,20700,0.0,15,696,0,31063.5,5
Female,43,11,91171,Nairobi,135160,Own Home,8,23,0,0,1,0,7,2,0,18200,0.0,5,706,0,27351.3,4
Female,35,8,79725,Rift Valley,33648,Rent,8,32,0,0,2,0,10,2,2,15900,11130.0,60,532,0,23917.5,7
Male,55,29,130281,Nairobi,390356,Own Home,19,66,0,0,2,0,7,3,0,13000,0.0,32,742,0,39084.299999999996,11
Female,52,20,124387,Nairobi,312037,Own Home,5,4,0,0,1,0,2,2,0,12400,0.0,2,523,0,37316.1,9
Female,41,11,106574,Nairobi,131015,Own Home,12,48,0,0,1,0,14,3,0,21300,0.0,20,662,0,31972.199999999997,10
Female,48,19,133231,Nairobi,334893,Own Home,7,28,0,0,1,0,8,2,0,20000,0.0,16,677,0,39969.299999999996,7
Female,42,12,105342,Nairobi,112265,Mortgage,5,2,0,1,0,0,1,2,0,21100,0.0,1,232,1,31602.6,1
Female,36,15,99803,Nairobi,112699,Mortgage,6,38,0,1,1,0,11,3,0,15000,0.0,11,631,0,29940.899999999998,8
Female,25,3,34004,Eastern,725,Rent,1,15,0,0,1,1,6,1,1,10200,7140.0,12,406,1,10201.199999999999,1
Female,46,19,133900,Nairobi,378471,Own Home,10,26,0,0,1,0,8,2,0,20100,0.0,6,698,0,40170.0,8
Female,38,13,93004,Nairobi,107727,Rent,7,29,0,0,1,0,9,2,2,18600,5580.0,26,420,1,27901.2,9
Female,44,11,128149,Nairobi,190549,Own Home,10,16,0,0,2,0,6,2,0,25600,0.0,6,678,0,38444.7,9
Male,24,3,30280,Western,1927,Rent,1,20,0,0,2,1,8,2,2,9100,6370.0,19,433,1,9084.0,1
Male,36,13,126185,Nairobi,147159,Own Home,12,33,0,0,2,0,10,2,0,25200,0.0,15,656,0,37855.5,1
Male,49,18,138490,Nairobi,391422,Own Home,8,21,0,0,2,0,6,1,0,20800,0.0,7,709,0,41547.0,2
Female,22,2,34590,Nairobi,1106,Rent,2,16,0,0,0,1,6,2,2,10400,7279.999999999999,18,557,0,10377.0,8
Female,50,25,125688,Nairobi,268166,Own Home,14,33,1,0,3,0,10,2,0,12600,0.0,13,660,0,37706.4,10
Female,18,2,37740,Nairobi,2250,Rent,2,13,0,0,0,1,5,1,1,11300,7909.999999999999,15,510,0,11322.0,10
Male,44,11,94447,Nairobi,116103,Mortgage,11,49,0,1,0,0,15,3,0,18900,0.0,25,634,0,28334.1,9
Male,22,1,54814,Central,4225,Rent,1,8,0,0,2,1,3,1,1,16400,11480.0,13,586,0,16444.2,11
Male,37,15,126194,Nairobi,120936,Own Home,5,18,0,0,1,0,7,2,0,18900,0.0,4,616,0,37858.2,10
Male,23,1,43379,Central,2432,Rent,2,1,0,0,2,1,0,1,1,13000,9100.0,1,516,0,13013.699999999999,3
Female,27,8,78977,Eastern,27112,Rent,8,31,0,0,1,0,9,2,2,15800,11060.0,45,510,0,23693.1,8
Male,42,11,121819,Nairobi,140077,Own Home,6,20,0,0,1,0,8,2,0,24400,0.0,12,654,0,36545.7,7
Female,18,1,53479,Western,3806,Rent,2,7,0,0,0,1,3,1,1,16000,11200.0,11,475,1,16043.699999999999,3
Male,20,2,46451,Western,2444,Rent,1,3,0,0,2,1,1,2,2,13900,9730.0,3,464,1,13935.3,3
Male,21,2,46530,Rift Valley,4540,Rent,2,19,0,0,0,1,8,2,2,14000,9800.0,21,269,1,13959.0,10
Female,23,3,46593,Rift Valley,3288,Rent,1,13,0,0,1,1,5,1,1,14000,9800.0,12,433,1,13977.9,5
Male,42,14,122918,Nairobi,148852,Own Home,12,38,0,0,1,0,11,3,0,18400,0.0,12,680,0,36875.4,3
Male,18,3,36103,Eastern,1080,Rent,1,9,0,0,0,1,4,1,1,10800,7559.999999999999,10,367,1,10830.9,3
Male,46,23,142538,Nairobi,383742,Own Home,15,60,0,0,2,0,6,3,0,14300,0.0,31,751,0,42761.4,11
Female,51,17,125327,Nairobi,291215,Own Home,10,28,0,0,1,0,8,2,0,18800,0.0,11,651,0,37598.1,3
Female,47,24,137445,Nairobi,306169,Own Home,16,71,3,0,1,0,7,4,0,13700,0.0,37,690,0,41233.5,2
Male,45,12,110500,Nairobi,108453,Rent,8,21,0,0,2,0,6,1,1,22100,6630.0,21,491,1,33150.0,1
Male,45,12,106368,Nairobi,118071,Mortgage,6,19,0,1,2,0,8,2,0,21300,0.0,8,268,1,31910.399999999998,9
Female,54,17,120413,Nairobi,322462,Own Home,10,28,0,0,3,0,8,2,0,18100,0.0,12,682,0,36123.9,9
Female,53,17,120682,Nairobi,335682,Own Home,8,25,0,0,4,0,7,2,0,18100,0.0,8,666,0,36204.6,5
Male,48,17,120750,Nairobi,283304,Own Home,10,16,0,0,2,0,6,2,0,18100,0.0,9,705,0,36225.0,9
Female,41,14,104795,Nairobi,112983,Mortgage,8,36,0,1,1,0,11,3,0,15700,0.0,9,624,0,31438.5,2
Female,29,5,78522,Western,26959,Rent,1,8,0,0,0,0,3,1,1,23600,16520.0,14,523,0,23556.6,7
Female,53,24,124592,Nairobi,368492,Own Home,11,48,0,0,3,0,14,3,0,12500,0.0,19,669,0,37377.6,7
Male,32,4,91863,Nairobi,58706,Rent,2,17,0,0,2,0,7,2,2,27600,19320.0,26,399,1,27558.899999999998,3
Female,35,7,70690,Western,27421,Rent,3,8,0,0,2,0,3,1,1,14100,9870.0,7,411,1,21207.0,9
Female,46,18,121682,Nairobi,320002,Own Home,12,68,0,0,3,0,7,3,0,18300,0.0,24,688,0,36504.6,5
Female,51,16,138602,Nairobi,295347,Own Home,10,40,0,0,1,0,12,3,0,20800,0.0,20,652,0,41580.6,6
Female,48,27,124039,Nairobi,288171,Own Home,16,91,3,0,4,0,5,2,0,12400,0.0,35,730,0,37211.7,9
Male,40,15,94913,Nairobi,109587,Rent,5,5,0,0,1,0,2,2,2,14200,4260.0,4,410,1,28473.899999999998,10
Male,46,29,120872,Nairobi,288197,Own Home,11,45,0,0,1,0,13,3,0,12100,0.0,17,654,0,36261.6,10
Male,44,12,95821,Nairobi,139937,Own Home,8,29,0,0,0,0,9,2,0,19200,0.0,6,679,0,28746.3,8
Female,19,2,58846,Central,2505,Rent,2,13,0,0,0,1,5,1,1,17700,12390.0,23,418,1,17653.8,4
Male,29,5,74758,Eastern,33793,Rent,1,12,0,0,1,0,5,1,1,22400,15679.999999999998,23,354,1,22427.399999999998,4
Female,19,2,30909,Nairobi,2759,Rent,2,3,0,0,0,1,1,2,2,9300,6510.0,3,490,1,9272.699999999999,1
Male,41,12,109341,Nairobi,151540,Own Home,7,25,0,0,0,0,7,2,0,21900,0.0,8,660,0,32802.299999999996,2
Female,43,12,124647,Nairobi,170509,Own Home,6,16,0,0,3,0,6,2,0,24900,0.0,6,637,0,37394.1,8
Female,39,13,105118,Nairobi,140224,Own Home,12,70,0,0,2,0,7,3,0,21000,0.0,26,756,0,31535.399999999998,6
Female,35,8,69062,Western,46755,Rent,8,29,0,0,0,0,9,2,2,13800,9660.0,33,503,0,20718.6,1
Female,37,12,127665,Nairobi,146456,Own Home,9,31,0,0,2,0,9,2,0,25500,0.0,13,686,0,38299.5,11
Female,48,27,122350,Nairobi,275092,Own Home,19,76,1,0,4,0,4,2,0,12200,0.0,41,692,0,36705.0,9
Male,36,13,106028,Nairobi,150079,Own Home,10,23,0,0,0,0,7,2,0,21200,0.0,11,666,0,31808.399999999998,4
Male,32,9,69050,Nairobi,24923,Rent,3,5,0,0,1,0,2,2,2,13800,9660.0,6,517,0,20715.0,2
Male,50,28,125738,Nairobi,282013,Own Home,10,30,0,0,1,0,9,2,0,12600,0.0,15,642,0,37721.4,10
Male,39,12,108244,Nairobi,123189,Own Home,6,34,0,0,1,0,10,2,0,21600,0.0,13,704,0,32473.199999999997,10
Female,30,4,62117,Western,32995,Rent,2,6,0,0,2,0,2,1,1,18600,13020.0,9,460,1,18635.1,9
Male,46,27,140630,Nairobi,368142,Own Home,10,18,0,0,3,0,7,2,0,14100,0.0,6,645,0,42189.0,8
Female,38,12,98175,Nairobi,126715,Own Home,11,67,0,0,2,0,7,3,0,19600,0.0,36,727,0,29452.5,10
Male,40,11,119091,Nairobi,171633,Own Home,7,36,0,0,2,0,11,3,0,23800,0.0,11,644,0,35727.299999999996,2
Female,22,1,39522,Nyanza,2758,Rent,2,6,0,0,0,1,2,1,1,11900,8330.0,6,569,0,11856.6,1
Male,33,9,73979,Rift Valley,47509,Rent,7,15,0,0,0,0,6,1,1,14800,10360.0,28,495,1,22193.7,6
Female,22,2,41333,Rift Valley,3162,Rent,2,14,0,0,1,1,6,1,1,12400,8680.0,13,423,1,12399.9,7
Male,41,12,124992,Nairobi,166291,Own Home,10,22,0,0,1,0,7,2,0,25000,0.0,13,701,0,37497.6,9
Male,26,7,84462,Nairobi,52331,Rent,3,5,0,0,1,0,2,2,2,16900,11830.0,8,411,1,25338.6,5
Male,25,2,35387,Rift Valley,3310,Rent,2,17,0,0,1,1,7,2,2,10600,7419.999999999999,18,517,0,10616.1,8
Female,40,12,125632,Nairobi,161782,Own Home,12,41,0,0,4,0,12,3,0,25100,0.0,22,671,0,37689.6,5
Male,31,10,93982,Nairobi,32073,Rent,5,19,0,0,0,0,8,2,2,18800,13160.0,30,382,1,28194.6,9
Male,46,17,144326,Nairobi,388018,Own Home,10,21,0,0,2,0,6,1,0,21600,0.0,12,683,0,43297.799999999996,8
Female,43,15,121772,Nairobi,160278,Own Home,12,63,0,0,3,0,6,3,0,18300,0.0,24,770,0,36531.6,2
Male,44,15,97404,Nairobi,107220,Rent,9,37,0,0,2,0,11,3,3,14600,4380.0,38,421,1,29221.2,7
Male,33,7,57659,Eastern,22925,Rent,7,35,0,0,2,0,10,2,2,11500,8049.999999999999,34,588,0,17297.7,3
